chamber,state,party,incumbent,termstart,age,GDP,Annual GPD Percent Change,working age,65 and Older,Unemployment,growth percent
house,PA,R,No,1967,36.0,861.7,9.4,0.34,9.58,3.8,1.09
house,OH,R,No,1967,35.9,861.7,9.4,0.34,9.58,3.8,1.09
house,MA,R,No,1967,35.6,861.7,9.4,0.34,9.58,3.8,1.09
house,IL,R,No,1967,35.0,861.7,9.4,0.34,9.58,3.8,1.09
house,MI,R,No,1967,34.5,861.7,9.4,0.34,9.58,3.8,1.09
house,NY,D,No,1967,34.2,861.7,9.4,0.34,9.58,3.8,1.09
house,NC,R,No,1967,33.8,861.7,9.4,0.34,9.58,3.8,1.09
house,GA,D,No,1967,31.6,861.7,9.4,0.34,9.58,3.8,1.09
house,MI,R,No,1967,28.9,861.7,9.4,0.34,9.58,3.8,1.09
house,WI,R,No,1967,28.7,861.7,9.4,0.34,9.58,3.8,1.09
senate,WY,R,No,1967,54.2,861.7,9.4,0.34,9.58,3.8,1.09
senate,IL,R,No,1967,47.3,861.7,9.4,0.34,9.58,3.8,1.09
senate,MA,R,No,1967,47.2,861.7,9.4,0.34,9.58,3.8,1.09
senate,OR,R,No,1967,44.5,861.7,9.4,0.34,9.58,3.8,1.09
senate,AK,R,No,1967,43.1,861.7,9.4,0.34,9.58,3.8,1.09
senate,TN,R,No,1967,41.2,861.7,9.4,0.34,9.58,3.8,1.09
senate,KY,R,No,1967,40.5,861.7,9.4,0.34,9.58,3.8,1.09
senate,MO,D,No,1967,37.3,861.7,9.4,0.34,9.58,3.8,1.09
house,OK,R,No,1969,60.6,1019.9,5.5,0.34,9.67,3.5,0.98
house,PA,R,No,1969,60.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,WV,D,No,1969,59.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,TN,D,No,1969,56.7,1019.9,5.5,0.34,9.67,3.5,0.98
house,IN,R,No,1969,56.6,1019.9,5.5,0.34,9.67,3.5,0.98
house,CA,D,No,1969,55.9,1019.9,5.5,0.34,9.67,3.5,0.98
house,OH,D,No,1969,55.7,1019.9,5.5,0.34,9.67,3.5,0.98
house,VA,D,No,1969,54.6,1019.9,5.5,0.34,9.67,3.5,0.98
house,NY,R,No,1969,54.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,NJ,R,No,1969,53.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,IN,R,No,1969,53.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,NC,R,No,1969,52.9,1019.9,5.5,0.34,9.67,3.5,0.98
house,WY,R,No,1969,52.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,KS,R,No,1969,52.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,NY,D,No,1969,51.2,1019.9,5.5,0.34,9.67,3.5,0.98
house,NC,D,No,1969,50.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,SC,D,No,1969,48.7,1019.9,5.5,0.34,9.67,3.5,0.98
house,FL,D,No,1969,46.9,1019.9,5.5,0.34,9.67,3.5,0.98
house,NJ,D,No,1969,44.8,1019.9,5.5,0.34,9.67,3.5,0.98
house,MT,D,No,1969,44.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,NY,D,No,1969,44.1,1019.9,5.5,0.34,9.67,3.5,0.98
house,NY,D,No,1969,44.1,1019.9,5.5,0.34,9.67,3.5,0.98
house,OH,D,No,1969,43.9,1019.9,5.5,0.34,9.67,3.5,0.98
house,IL,D,No,1969,43.8,1019.9,5.5,0.34,9.67,3.5,0.98
house,VA,R,No,1969,43.8,1019.9,5.5,0.34,9.67,3.5,0.98
house,IL,D,No,1969,43.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,NY,R,No,1969,42.7,1019.9,5.5,0.34,9.67,3.5,0.98
house,NY,R,No,1969,42.6,1019.9,5.5,0.34,9.67,3.5,0.98
house,ID,R,No,1969,42.4,1019.9,5.5,0.34,9.67,3.5,0.98
house,MD,R,No,1969,41.5,1019.9,5.5,0.34,9.67,3.5,0.98
house,MO,D,No,1969,41.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,PA,D,No,1969,41.2,1019.9,5.5,0.34,9.67,3.5,0.98
house,CA,R,No,1969,41.2,1019.9,5.5,0.34,9.67,3.5,0.98
house,NM,R,No,1969,40.6,1019.9,5.5,0.34,9.67,3.5,0.98
house,MD,R,No,1969,40.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,NY,D,No,1969,40.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,PA,R,No,1969,39.7,1019.9,5.5,0.34,9.67,3.5,0.98
house,CA,R,No,1969,38.4,1019.9,5.5,0.34,9.67,3.5,0.98
house,NC,R,No,1969,38.4,1019.9,5.5,0.34,9.67,3.5,0.98
house,IL,R,No,1969,38.2,1019.9,5.5,0.34,9.67,3.5,0.98
house,MO,D,No,1969,37.8,1019.9,5.5,0.34,9.67,3.5,0.98
house,MO,D,No,1969,37.7,1019.9,5.5,0.34,9.67,3.5,0.98
house,CT,R,No,1969,37.6,1019.9,5.5,0.34,9.67,3.5,0.98
house,LA,D,No,1969,36.5,1019.9,5.5,0.34,9.67,3.5,0.98
house,AL,D,No,1969,35.7,1019.9,5.5,0.34,9.67,3.5,0.98
house,NM,R,No,1969,35.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,FL,R,No,1969,35.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,AR,D,No,1969,35.0,1019.9,5.5,0.34,9.67,3.5,0.98
house,MA,D,No,1969,32.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,CA,R,No,1969,30.5,1019.9,5.5,0.34,9.67,3.5,0.98
house,WI,D,No,1969,30.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,CT,R,No,1969,30.2,1019.9,5.5,0.34,9.67,3.5,0.98
senate,AZ,R,No,1969,60.0,1019.9,5.5,0.34,9.67,3.5,0.98
senate,AL,D,No,1969,56.0,1019.9,5.5,0.34,9.67,3.5,0.98
senate,CA,D,No,1969,54.5,1019.9,5.5,0.34,9.67,3.5,0.98
senate,IL,R,No,1969,53.2,1019.9,5.5,0.34,9.67,3.5,0.98
senate,OH,R,No,1969,52.5,1019.9,5.5,0.34,9.67,3.5,0.98
senate,OK,R,No,1969,47.3,1019.9,5.5,0.34,9.67,3.5,0.98
senate,IA,D,No,1969,46.9,1019.9,5.5,0.34,9.67,3.5,0.98
senate,AK,D,No,1969,38.6,1019.9,5.5,0.34,9.67,3.5,0.98
senate,IL,D,No,1969,38.2,1019.9,5.5,0.34,9.67,3.5,0.98
senate,OR,R,No,1969,36.3,1019.9,5.5,0.34,9.67,3.5,0.98
house,NY,D,No,1971,65.7,1167.8,9.8,0.34,9.88,5.9,1.27
house,IL,D,No,1971,60.6,1167.8,9.8,0.34,9.88,5.9,1.27
house,AL,D,No,1971,59.9,1167.8,9.8,0.34,9.88,5.9,1.27
house,ND,D,No,1971,56.7,1167.8,9.8,0.34,9.88,5.9,1.27
house,CA,D,No,1971,55.9,1167.8,9.8,0.34,9.88,5.9,1.27
house,CA,R,No,1971,55.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,TN,R,No,1971,55.1,1167.8,9.8,0.34,9.88,5.9,1.27
house,IL,R,No,1971,55.1,1167.8,9.8,0.34,9.88,5.9,1.27
house,WY,D,No,1971,54.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,VA,R,No,1971,54.7,1167.8,9.8,0.34,9.88,5.9,1.27
house,MA,D,No,1971,54.3,1167.8,9.8,0.34,9.88,5.9,1.27
house,OH,D,No,1971,52.4,1167.8,9.8,0.34,9.88,5.9,1.27
house,CT,D,No,1971,51.7,1167.8,9.8,0.34,9.88,5.9,1.27
house,NY,D,No,1971,50.5,1167.8,9.8,0.34,9.88,5.9,1.27
house,IN,D,No,1971,50.4,1167.8,9.8,0.34,9.88,5.9,1.27
house,MA,D,No,1971,50.2,1167.8,9.8,0.34,9.88,5.9,1.27
house,NE,R,No,1971,49.6,1167.8,9.8,0.34,9.88,5.9,1.27
house,NY,R,No,1971,49.4,1167.8,9.8,0.34,9.88,5.9,1.27
house,WA,D,No,1971,49.1,1167.8,9.8,0.34,9.88,5.9,1.27
house,MD,D,No,1971,48.7,1167.8,9.8,0.34,9.88,5.9,1.27
house,MT,R,No,1971,47.1,1167.8,9.8,0.34,9.88,5.9,1.27
house,SD,D,No,1971,47.1,1167.8,9.8,0.34,9.88,5.9,1.27
house,NE,R,No,1971,47.0,1167.8,9.8,0.34,9.88,5.9,1.27
house,NM,D,No,1971,46.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,MD,R,No,1971,46.4,1167.8,9.8,0.34,9.88,5.9,1.27
house,NY,R,No,1971,46.2,1167.8,9.8,0.34,9.88,5.9,1.27
house,UT,D,No,1971,45.9,1167.8,9.8,0.34,9.88,5.9,1.27
house,VA,R,No,1971,45.6,1167.8,9.8,0.34,9.88,5.9,1.27
house,KS,D,No,1971,44.9,1167.8,9.8,0.34,9.88,5.9,1.27
house,IN,R,No,1971,44.9,1167.8,9.8,0.34,9.88,5.9,1.27
house,CT,D,No,1971,44.5,1167.8,9.8,0.34,9.88,5.9,1.27
house,OH,R,No,1971,43.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,TX,R,No,1971,42.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,SC,R,No,1971,42.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,MN,D,No,1971,42.5,1167.8,9.8,0.34,9.88,5.9,1.27
house,MN,R,No,1971,42.5,1167.8,9.8,0.34,9.88,5.9,1.27
house,PA,R,No,1971,42.4,1167.8,9.8,0.34,9.88,5.9,1.27
house,CO,R,No,1971,42.2,1167.8,9.8,0.34,9.88,5.9,1.27
house,VT,R,No,1971,41.9,1167.8,9.8,0.34,9.88,5.9,1.27
house,MD,D,No,1971,41.6,1167.8,9.8,0.34,9.88,5.9,1.27
house,NY,D,No,1971,41.4,1167.8,9.8,0.34,9.88,5.9,1.27
house,NY,D,No,1971,40.6,1167.8,9.8,0.34,9.88,5.9,1.27
house,FL,R,No,1971,40.1,1167.8,9.8,0.34,9.88,5.9,1.27
house,CT,R,No,1971,40.0,1167.8,9.8,0.34,9.88,5.9,1.27
house,SD,D,No,1971,39.9,1167.8,9.8,0.34,9.88,5.9,1.27
house,NY,R,No,1971,39.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,OH,R,No,1971,39.7,1167.8,9.8,0.34,9.88,5.9,1.27
house,OH,D,No,1971,38.9,1167.8,9.8,0.34,9.88,5.9,1.27
house,AK,D,No,1971,38.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,IL,D,No,1971,38.8,1167.8,9.8,0.34,9.88,5.9,1.27
house,KY,D,No,1971,38.2,1167.8,9.8,0.34,9.88,5.9,1.27
house,MD,D,No,1971,38.0,1167.8,9.8,0.34,9.88,5.9,1.27
house,KY,D,No,1971,37.1,1167.8,9.8,0.34,9.88,5.9,1.27
house,DE,R,No,1971,36.0,1167.8,9.8,0.34,9.88,5.9,1.27
house,NY,R,No,1971,35.5,1167.8,9.8,0.34,9.88,5.9,1.27
house,CA,D,No,1971,35.2,1167.8,9.8,0.34,9.88,5.9,1.27
house,WI,D,No,1971,32.5,1167.8,9.8,0.34,9.88,5.9,1.27
house,PA,R,No,1971,32.2,1167.8,9.8,0.34,9.88,5.9,1.27
house,GA,D,No,1971,30.1,1167.8,9.8,0.34,9.88,5.9,1.27
house,SC,D,No,1971,28.2,1167.8,9.8,0.34,9.88,5.9,1.27
house,LA,D,No,1971,26.9,1167.8,9.8,0.34,9.88,5.9,1.27
senate,MN,I,No,1971,59.7,1167.8,9.8,0.34,9.88,5.9,1.27
senate,TX,D,No,1971,49.9,1167.8,9.8,0.34,9.88,5.9,1.27
senate,NY,I,No,1971,47.9,1167.8,9.8,0.34,9.88,5.9,1.27
senate,GA,D,No,1971,41.1,1167.8,9.8,0.34,9.88,5.9,1.27
senate,FL,D,No,1971,40.8,1167.8,9.8,0.34,9.88,5.9,1.27
senate,LA,D,No,1971,38.6,1167.8,9.8,0.34,9.88,5.9,1.27
senate,GA,D,No,1971,32.4,1167.8,9.8,0.34,9.88,5.9,1.27
house,NJ,R,No,1973,60.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,NY,R,No,1973,60.5,1428.5,8.4,0.35,10.17,4.9,0.96
house,FL,D,No,1973,59.2,1428.5,8.4,0.35,10.17,4.9,0.96
house,KY,D,No,1973,59.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,OH,R,No,1973,59.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,LA,D,No,1973,56.8,1428.5,8.4,0.35,10.17,4.9,0.96
house,IL,R,No,1973,55.5,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,D,No,1973,52.8,1428.5,8.4,0.35,10.17,4.9,0.96
house,SC,R,No,1973,52.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,MD,R,No,1973,52.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,R,No,1973,51.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,R,No,1973,51.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,R,No,1973,50.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,MI,R,No,1973,50.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,MI,D,No,1973,50.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,NY,R,No,1973,50.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,IL,R,No,1973,50.0,1428.5,8.4,0.35,10.17,4.9,0.96
house,SD,R,No,1973,49.9,1428.5,8.4,0.35,10.17,4.9,0.96
house,LA,D,No,1973,49.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,NY,R,No,1973,49.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,R,No,1973,49.4,1428.5,8.4,0.35,10.17,4.9,0.96
house,OH,R,No,1973,48.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,D,No,1973,47.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,WA,R,No,1973,47.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,OH,D,No,1973,47.5,1428.5,8.4,0.35,10.17,4.9,0.96
house,NC,D,No,1973,47.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,OK,D,No,1973,47.2,1428.5,8.4,0.35,10.17,4.9,0.96
house,TX,D,No,1973,46.9,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,R,No,1973,46.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,MA,I,No,1973,45.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,NY,R,No,1973,45.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,MO,R,No,1973,44.9,1428.5,8.4,0.35,10.17,4.9,0.96
house,AR,D,No,1973,44.5,1428.5,8.4,0.35,10.17,4.9,0.96
house,LA,R,No,1973,44.5,1428.5,8.4,0.35,10.17,4.9,0.96
house,VA,R,No,1973,43.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,FL,R,No,1973,43.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,CO,R,No,1973,42.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,AZ,R,No,1973,42.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,MI,D,No,1973,41.5,1428.5,8.4,0.35,10.17,4.9,0.96
house,NJ,R,No,1973,41.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,IL,D,No,1973,41.3,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,D,No,1973,41.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,PA,R,No,1973,40.9,1428.5,8.4,0.35,10.17,4.9,0.96
house,GA,D,No,1973,40.8,1428.5,8.4,0.35,10.17,4.9,0.96
house,WI,R,No,1973,40.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,PA,D,No,1973,40.5,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,D,No,1973,40.2,1428.5,8.4,0.35,10.17,4.9,0.96
house,IN,R,No,1973,40.2,1428.5,8.4,0.35,10.17,4.9,0.96
house,MS,D,No,1973,40.2,1428.5,8.4,0.35,10.17,4.9,0.96
house,CA,D,No,1973,40.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,TX,D,No,1973,39.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,AK,R,No,1973,39.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,IL,R,No,1973,38.9,1428.5,8.4,0.35,10.17,4.9,0.96
house,GA,D,No,1973,38.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,FL,D,No,1973,38.5,1428.5,8.4,0.35,10.17,4.9,0.96
house,CT,R,No,1973,38.0,1428.5,8.4,0.35,10.17,4.9,0.96
house,NC,R,No,1973,37.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,IL,R,No,1973,37.0,1428.5,8.4,0.35,10.17,4.9,0.96
house,TX,D,No,1973,36.9,1428.5,8.4,0.35,10.17,4.9,0.96
house,VA,R,No,1973,36.8,1428.5,8.4,0.35,10.17,4.9,0.96
house,IA,D,No,1973,36.0,1428.5,8.4,0.35,10.17,4.9,0.96
house,CO,R,No,1973,35.8,1428.5,8.4,0.35,10.17,4.9,0.96
house,MD,R,No,1973,35.8,1428.5,8.4,0.35,10.17,4.9,0.96
house,UT,D,No,1973,35.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,MA,D,No,1973,35.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,MO,D,No,1973,35.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,NV,R,No,1973,35.6,1428.5,8.4,0.35,10.17,4.9,0.96
house,MS,R,No,1973,35.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,MA,R,No,1973,34.8,1428.5,8.4,0.35,10.17,4.9,0.96
house,ID,R,No,1973,34.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,OK,D,No,1973,33.7,1428.5,8.4,0.35,10.17,4.9,0.96
house,NC,D,No,1973,33.4,1428.5,8.4,0.35,10.17,4.9,0.96
house,TN,R,No,1973,33.4,1428.5,8.4,0.35,10.17,4.9,0.96
house,CO,D,No,1973,32.4,1428.5,8.4,0.35,10.17,4.9,0.96
house,ME,R,No,1973,32.4,1428.5,8.4,0.35,10.17,4.9,0.96
house,NY,D,No,1973,31.4,1428.5,8.4,0.35,10.17,4.9,0.96
house,MS,R,No,1973,31.2,1428.5,8.4,0.35,10.17,4.9,0.96
house,TX,R,No,1973,30.8,1428.5,8.4,0.35,10.17,4.9,0.96
senate,CO,D,No,1973,56.9,1428.5,8.4,0.35,10.17,4.9,0.96
senate,OH,D,No,1973,55.6,1428.5,8.4,0.35,10.17,4.9,0.96
senate,OK,R,No,1973,53.8,1428.5,8.4,0.35,10.17,4.9,0.96
senate,OH,D,No,1973,51.5,1428.5,8.4,0.35,10.17,4.9,0.96
senate,NC,R,No,1973,51.2,1428.5,8.4,0.35,10.17,4.9,0.96
senate,NV,R,No,1973,50.4,1428.5,8.4,0.35,10.17,4.9,0.96
senate,KY,D,No,1973,48.3,1428.5,8.4,0.35,10.17,4.9,0.96
senate,KY,D,No,1973,46.7,1428.5,8.4,0.35,10.17,4.9,0.96
senate,IA,D,No,1973,44.3,1428.5,8.4,0.35,10.17,4.9,0.96
senate,FL,D,No,1973,44.3,1428.5,8.4,0.35,10.17,4.9,0.96
senate,NM,R,No,1973,40.7,1428.5,8.4,0.35,10.17,4.9,0.96
senate,UT,R,No,1973,40.2,1428.5,8.4,0.35,10.17,4.9,0.96
senate,DE,D,No,1973,30.1,1428.5,8.4,0.35,10.17,4.9,0.96
house,NJ,R,No,1975,64.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,IL,D,No,1975,63.8,1688.9,11.2,0.36,10.47,8.5,0.99
house,NE,R,No,1975,63.5,1688.9,11.2,0.36,10.47,8.5,0.99
house,TN,D,No,1975,63.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,VA,D,No,1975,61.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,MD,D,No,1975,56.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,WI,D,No,1975,55.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,OR,D,No,1975,54.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,IA,D,No,1975,53.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,CA,D,No,1975,52.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,51.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,TX,D,No,1975,51.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,IL,R,No,1975,50.7,1688.9,11.2,0.36,10.47,8.5,0.99
house,CA,R,No,1975,50.5,1688.9,11.2,0.36,10.47,8.5,0.99
house,FL,R,No,1975,50.5,1688.9,11.2,0.36,10.47,8.5,0.99
house,CA,D,No,1975,49.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,IL,D,No,1975,49.6,1688.9,11.2,0.36,10.47,8.5,0.99
house,IL,D,No,1975,49.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,VA,D,No,1975,48.8,1688.9,11.2,0.36,10.47,8.5,0.99
house,WI,D,No,1975,48.7,1688.9,11.2,0.36,10.47,8.5,0.99
house,TX,D,No,1975,48.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,CA,D,No,1975,48.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,47.5,1688.9,11.2,0.36,10.47,8.5,0.99
house,OR,D,No,1975,47.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,UT,D,No,1975,47.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,PA,R,No,1975,47.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,46.5,1688.9,11.2,0.36,10.47,8.5,0.99
house,IN,D,No,1975,46.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,IL,D,No,1975,46.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,OH,R,No,1975,46.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,TN,D,No,1975,46.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,46.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,NJ,D,No,1975,45.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,PA,R,No,1975,45.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,OH,R,No,1975,45.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,NC,D,No,1975,44.8,1688.9,11.2,0.36,10.47,8.5,0.99
house,KS,D,No,1975,44.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,ID,R,No,1975,44.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,GA,D,No,1975,44.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,CA,D,No,1975,43.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,IN,D,No,1975,42.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,42.7,1688.9,11.2,0.36,10.47,8.5,0.99
house,NJ,D,No,1975,42.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,MA,D,No,1975,42.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,IA,R,No,1975,41.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,OH,D,No,1975,40.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,VT,R,No,1975,40.7,1688.9,11.2,0.36,10.47,8.5,0.99
house,MN,D,No,1975,40.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,CA,D,No,1975,40.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,OK,D,No,1975,40.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,NC,D,No,1975,40.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,SC,D,No,1975,40.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,39.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,GA,D,No,1975,39.8,1688.9,11.2,0.36,10.47,8.5,0.99
house,TX,R,No,1975,39.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,TX,D,No,1975,39.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,SC,D,No,1975,38.7,1688.9,11.2,0.36,10.47,8.5,0.99
house,SC,D,No,1975,38.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,WA,D,No,1975,37.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,KY,D,No,1975,37.5,1688.9,11.2,0.36,10.47,8.5,0.99
house,NV,D,No,1975,37.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,PA,R,No,1975,37.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,NJ,D,No,1975,37.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,NH,D,No,1975,37.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,36.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,35.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,NJ,D,No,1975,35.8,1688.9,11.2,0.36,10.47,8.5,0.99
house,CA,D,No,1975,35.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,CO,D,No,1975,35.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,LA,R,No,1975,35.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,35.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,IA,D,No,1975,35.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,RI,D,No,1975,35.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,IN,D,No,1975,34.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,34.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,OK,D,No,1975,34.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,MA,D,No,1975,33.9,1688.9,11.2,0.36,10.47,8.5,0.99
house,MI,D,No,1975,33.3,1688.9,11.2,0.36,10.47,8.5,0.99
house,MT,D,No,1975,33.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,SD,R,No,1975,32.8,1688.9,11.2,0.36,10.47,8.5,0.99
house,WI,R,No,1975,32.6,1688.9,11.2,0.36,10.47,8.5,0.99
house,IN,D,No,1975,32.5,1688.9,11.2,0.36,10.47,8.5,0.99
house,MI,D,No,1975,32.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,OR,D,No,1975,32.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,MI,D,No,1975,31.8,1688.9,11.2,0.36,10.47,8.5,0.99
house,PA,D,No,1975,31.7,1688.9,11.2,0.36,10.47,8.5,0.99
house,MO,R,No,1975,31.6,1688.9,11.2,0.36,10.47,8.5,0.99
house,PA,D,No,1975,31.6,1688.9,11.2,0.36,10.47,8.5,0.99
house,MN,R,No,1975,31.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,MN,D,No,1975,31.1,1688.9,11.2,0.36,10.47,8.5,0.99
house,IL,D,No,1975,31.0,1688.9,11.2,0.36,10.47,8.5,0.99
house,CT,D,No,1975,30.6,1688.9,11.2,0.36,10.47,8.5,0.99
house,CT,D,No,1975,30.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,CA,D,No,1975,29.7,1688.9,11.2,0.36,10.47,8.5,0.99
house,TN,D,No,1975,29.7,1688.9,11.2,0.36,10.47,8.5,0.99
house,IA,D,No,1975,29.2,1688.9,11.2,0.36,10.47,8.5,0.99
house,MA,D,No,1975,28.5,1688.9,11.2,0.36,10.47,8.5,0.99
house,IN,D,No,1975,28.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,ME,R,No,1975,26.4,1688.9,11.2,0.36,10.47,8.5,0.99
house,NY,D,No,1975,26.0,1688.9,11.2,0.36,10.47,8.5,0.99
